Name,Title,Location,Profile Link,Rating,Price,Degree
Dr. Lauren Emily W.,Ex-scientist turned writer and English teacher | 10+ years in the lab | Multiple publications,Italy,,,USD 50/hr,N/A
Dr. Laurel K.,"Accurate, clear and fluid science writer with degrees in medicine, physics and chemistry.",United Kingdom,,,USD 40/hr,N/A
Dr. Jaime B.,Researcher in Marine Ecology,Spain,,,N/A,N/A
Dr. Jabin A.,Medical Writing Consultant in Medical Communications,India,,,N/A,N/A
Dr. Rachel L.,Cybersecurity/Compliance/BigData/Privacy Engineer,United States,,,USD 60/hr,N/A
Dr. Sumedha K.,*PhD Biochemistry* Experimental Biologist * Freelance Scientific Advisor and Scientific Content Editor*,France,,,USD 10/hr,N/A
Dr. Dr. Rajasekhar R. R.,"Expert in Organic Chemistry, Nanomedicine, and Biomaterials. Scientific writer with 10+ years of experience in chemistry",India,,,USD 90/hr,N/A
Dr. Gregor T.,Chemical biologist and Biotechnologist | Project conception and initiation | Scientific writing | Literature (re)search,Austria,,,USD 40/hr,N/A
Dr. William D.,"Biomedical Health Scientist | Expertise in Infectious & Inflammatory Diseases, Human Microbiome and Nutrition",United States,,,USD 250/hr,N/A
Dr. Swati M.,"10+yrs of teaching experience,Expert in R&D of drug delivery systems, scientific writiting and publication (Pharma)",India,,,USD 20/hr,N/A
Dr. Shinu C.,Freelancer medical writer with Ph.D. in Pharmaceutical Sciences,India,,,N/A,N/A
Dr. Top Research S.,Writing and Science Communication Consortium,Benin,,,USD 40/hr,N/A
Dr. Vakhtang C.,Economist | Researcher | Experienced Financial Analyst,Georgia,,,USD 25/hr,N/A
Dr. Gizachew Taddesse A.,I am a Certified Clinical Laboratory Sciences Specialist and Microbiologist. Expert in diagnostics and research.,Ethiopia,,,USD 30/hr,N/A
Dr. Leann P.,"Medical writer, physician, teacher and instructional designer",United States,,,USD 75/hr,N/A
Dr. Samim A.,Colloid and polymer scientist with 10+ experience in structure-properties analysis and manuscript peer reviewing,United States,,,N/A,N/A
Dr. Chris A.,PhD-qualified genetics researcher with 5+ years experience commercialising research,United Kingdom,,,USD 60/hr,N/A
Dr. Jack T.,Biomedical Researcher | 7+ years of biochemistry and molecular biology experience.,United Kingdom,,,USD 20/hr,N/A
Dr. Elizabeth L.,Freelance healthcare writer with 25+ years of experience in clinical research,United States,,,USD 35/hr,N/A
Dr. Dr. Andrey D.,"Multidisciplinary researcher and science communicator, I love to make complicated science easier to understand",Netherlands,,,USD 30/hr,N/A
Dr. Atalie A.,PhD Prepared Public Health Statistician and Epidemiology Professor,United States,,,USD 120/hr,N/A
Dr. Anthony E.,Developmental biologist and single photon microscopy expert,Japan,,,USD 50/hr,N/A
Dr. William L.,Mathematical Modelling and Data Analytics,United Kingdom,,,USD 200/hr,N/A
Dr. Giovanni C.,UCSF | Hopkins | neuroscience | genetics | epigenetics | stem cells | neurogenesis,United States,,,USD 150/hr,N/A
Dr. Catherine M.,Expert Molecular Biologist with 20+ years experience,Canada,,,N/A,N/A
Dr. Alessandro B.,"Quanutm Chemistry, Molecular Dynamics, BASH, FORTRAN, AWK, Python",Sweden,,,USD 25/hr,N/A
Dr. Przemysław N.,Assistant Professor of Mechanical Engineering | Expert in Solid Mechanics,Poland,,,USD 15/hr,N/A
Dr. Venu T.,"Bioinformatician, Data scientist | Skilled in Python, R and building Machine learning models",Germany,,,USD 25/hr,N/A
Dr. Kadi Liis S.,Postdoctoral research fellow at Cambridge University developing novel proteomic screening methods,Estonia,,,USD 120/hr,N/A
Dr. James B.,Medical scientist: Sports Medicine & Public Health | Biostatistical analyses &visualisation,South Africa,,,N/A,N/A
Dr. Jason Q.,Scientist with a strong passion for improving healthcare; results driven medical writer with a creative flair.,United States,,,USD 50/hr,N/A
Dr. Christopher W.,Ph.D. in Computer Science (Artificial Intelligence specialization) with 5 years industrial experience,United States,,,USD 250/hr,N/A
Dr. Kojo A.,"I am a freelance science writer, data analyst, agribusiness management & training consultant with 12+ years in research",Ghana,,,USD 100/hr,N/A
Dr. Anneliese H.,"Working at the intersection of science and design, I have skills in a the creation of a wide range of products",Australia,,,USD 60/hr,N/A
Dr. Radostin P.,Lifelong passion for materials,Spain,,,USD 80/hr,N/A
Dr. Sławomir L.,Ph.D in organic chemistry. senior researchar at the Faculty of Chemistry of Univeristy of Gdansk.,Poland,,,USD 80/hr,N/A
Dr. Ashok R. P.,N/A,China,,,N/A,N/A
Dr. Tanja M.,Research Scientist with a background in Pharmacy & Health Services Research,United Kingdom,,,N/A,N/A
Dr. Nachimani C.,Consultant for PhD by Publication,Malaysia,,,N/A,N/A
Dr. Denis L.,"PhD, physicist, scientific consulting, statistics and data analysis | 15+ years of experience",Ukraine,,,USD 18/hr,N/A
Dr. Maria Z.,"Proactive, collaborative and hard-worker person who enjoy new challenges in life and biological sciences.",Colombia,,,N/A,N/A
Dr. Vadim Z.,Bioinformatician at Systems Biology Irelnad,Ireland,,,N/A,N/A
Dr. Yoe H.,Doctor in Mathematics,Colombia,,,USD 40/hr,N/A
Dr. Tyler S.,Freelance data scientist and visualization specialist,Canada,,,USD 60/hr,N/A
Dr. Nadine T.,R&D Scientist I Semiconductor Engineer I Device Physicist I Problem Solver I Project Management,Germany,,,USD 40/hr,N/A
Dr. Marissa F.,Flow Cytometry Analyst & Data Scientist | Skilled in FlowJo and Proficient in R.,United States,,,USD 150/hr,N/A
Dr. Crystal B.,I am a biochemist with an interest in process optimization and product formulation.,United States,,,USD 25/hr,N/A
Dr. Ahmad A.,Quantitative Analysis | Expert in statistical analysis for academic and non academic,Kuwait,,,USD 120/hr,N/A
Dr. Martyna U.,PhD in Synthetic Organic Chemistry & Postdoctoral Research Associate in Biolotechnology,United Kingdom,,,N/A,N/A
Dr. Alexey I.,Geologist | Work in LeapFrog ioGas ArcGis and ArcPro | Exp. in Copper-Gold Copper-Molybdenum Porphyry Deposits,Kazakhstan,,,USD 50/hr,N/A
Dr. MD Y.,"A medical doctor, specialist in the field of Biochemistry and endocrinology| 3+ years of experience",India,,,USD 10/hr,N/A
Dr. Saiq Shakeel A.,Freelance Geophysicist & Data Analyst |Academic Writer and Reviewer. 5+ years of Experience,Pakistan,,,USD 50/hr,N/A
Dr. Ana J.,Computer Science Researcher (18+ years) | Technical Writer & Reviewer | Socially Responsible Projects Enthusiast,Spain,,,USD 50/hr,N/A
Dr. Joshua M.,Freelance Optimization and Machine Learning Consultant | Experience working in a wide variety of domains,United States,,,USD 75/hr,N/A
Dr. Francois J.,"Researcher w/ 5+ years of scientific writing experience on Climate change, Sustainability, Environment.",Canada,,,USD 75/hr,N/A
Dr. Jennifer C.,"Experienced biologist with knowledge of inflammation, cancer | Writing/editing scientific documents",United States,,,USD 50/hr,N/A
Dr. Aquaeter I.,Environmental Expert,United States,,,USD 400/hr,N/A
Dr. Sampad G.,"Director (SW); More than 50 publications in Journals/Books; +18 Yrs experience in Teaching, Research, Admn in Chemistry.",India,,,USD 15/hr,N/A
Dr. George X.,Medical & scientific writer with considerable med comms agency and freelance experience following 15+ years in academic research.,United Kingdom,,,USD 85/hr,N/A
Dr. Giovanni C.,Molecular neurobiologist with 12 years of preclinical research in neuroscience and epigenetics,United States,,,USD 100/hr,N/A
Dr. Julien C.,"former neurobiologist (behavioural neuro-genetic), I am specialised in RESEARCH DATA MANAGEMENT",Germany,,,USD 35/hr,N/A
Dr. Pooja G.,"Experienced Microbiologist,educator.",Canada,,,USD 25/hr,N/A
Dr. Zubair B.,"PhD graduate in Chemistry, Dual Masters in Pharmacy and Business Administration. Expertise in Synthesis, Analysis, Mgmt.",India,,,USD 25/hr,N/A
Dr. Sachin N.,PhD Student at U-dub | Experienced Researcher | Amatuer Journalist,Japan,,,USD 25/hr,N/A
Dr. R. Saraswathi V.,Experienced in clinical research & writing scientific papers for 5 years/4 years of experience in Teaching profession.,India,,,USD 20/hr,N/A
Dr. GOPAL A.,scetific computing,India,,,USD 80/hr,N/A
Dr. Martín G.,"PhD Student, Working in Molecular Biology & Bioinformatic. Experience in Big Data Analysis, Genomics & Transcriptomics",Argentina,,,USD 50/hr,N/A
Dr. Dr. Yadav Prasad J.,"Freelance Environmental Epidemiologist, Expert in R & SPSS, Manuscript write with 10+ years research experience.",Nepal,,,USD 40/hr,N/A
Dr. Subhas M.,A Neuro-Oncology specialist with 10+ years of experience in translational research,United States,,,USD 40/hr,N/A
Dr. Michael P.,PhD with knowledge in retinal biology and molecular cell biology. Fluent in English and experienced in editing.,Ireland,,,USD 20/hr,N/A
Dr. Karthik R.,"10 years of experience in the field of Life science research, scientific writing and Mentoring",United States,,,USD 59/hr,N/A
Dr. Damien H.,"Specialist in phylogenetic and genomics, including genome sequencing, assembly and analyses",France,,,USD 50/hr,N/A
Dr. Guy S.,Geospatial scientist specializing in agricultural and environmental remote sensing | Python and GDAL | Soil physics,Ireland,,,USD 100/hr,N/A
Dr. Timothy A.,Experienced Data Scientist (4+ years) and Physics PhD,United States,,,USD 150/hr,N/A
Dr. Kirsten P.,"Higher education professional, skilled in Volunteer Management, Scientific Writing, Editing and Proofreading, Teamwork",Canada,,,USD 40/hr,N/A
Dr. David S.,"Expert in medical statistics, biostatistics and epidemiology. 10+ years of experience in clinical research",Sweden,,,USD 100/hr,N/A
Dr. Mostafa S.,Deep Learning / Speech processing Expert with 13+ years of experience. Expert in Python & Shell scripting.,Australia,,,USD 25/hr,N/A
Dr. Sam T.,Freelance biostatistician & data analyst at Harvard University and Dana-Farber Cancer Institute,United States,,,USD 40/hr,N/A
Dr. Qianqian L.,Stem cell engineering/biomaterial researcher and university faculty with Ph.D. in chemical engineering,United States,,,USD 40/hr,N/A
Dr. Ntube Olive N.,"Toxicologist with 13+ years of experience in scientific research, technical report writing, peer literature review",United States,,,USD 70/hr,N/A
Dr. Kathryn M.,Scientific Researcher | Bioinformatician | Writer | Scientific marketing specialist,South Africa,,,USD 56/hr,N/A
Dr. Lara R.,Freelance scientific writer and consultant,Israel,,,USD 50/hr,N/A
Dr. Vinothkumar G.,N/A,India,,,USD 15/hr,N/A
Dr. Karthikeyan N.,My research expertise spans for the past 2 decades. Freelance R&D expert,United States,,,USD 50/hr,N/A
Dr. Ben R.,"Neurophysiologist & Pharmacologist | Experimental Design, Data Analysis, Writing, Editing",United States,,,USD 70/hr,N/A
Dr. Smriti O.,"Freelance Researcher and Medical writer, Expert in Nanotechnology",India,,,USD 10/hr,N/A
Dr. Rong W.,"Assistant Professor at Department of Communication, University of Kentucky",United States,,,USD 100/hr,N/A
Dr. Ashleigh C.,"Math Expert Freelancer at Pearson Education. Cyber Engineering, PhD and Mathematics, MS",United States,,,USD 30/hr,N/A
Dr. Rajaraman K.,Free lance biochemist and structural biologist,United States,,,USD 150/hr,N/A
Dr. Pushkar P.,N/A,India,,,USD 100/hr,N/A
Dr. Elizabeth E.,N/A,Jersey,,,USD 40/hr,N/A
Dr. Hortense S.,"Post-doctoral Researcher, 이화여대",South Korea,,,USD 80/hr,N/A
Dr. Sydney W.,"Chemistry article editor, illustrator, and experimental consultant",Canada,,,USD 60/hr,N/A
Dr. Christophe P.,N/A,United States,,,USD 50/hr,N/A
Dr. Bartosz T.,N/A,France,,,USD 70/hr,N/A
"Dr. Neal Johnson, D.",N/A,United States,,,N/A,N/A
Dr. Carly S.,Molecular Biologist,United States,,,USD 45/hr,N/A
Dr. Javier Eduardo D.,Universidad Nacional de Entre Ríos,Argentina,,,USD 30/hr,N/A
Dr. Zoran C.,N/A,France,,,USD 25/hr,N/A
Dr. Jenifer C.,Science writer,France,,,USD 40/hr,N/A
Dr. Brad K.,N/A,United States,,,USD 40/hr,N/A
Dr. Jago V.,Data Scientist | Data Engineer | Web developer,Australia,,,USD 45/hr,N/A
Dr. Remah E.,PHD at Università degli Studi di Bari,Greece,,,USD 12/hr,N/A
Dr. Mubashshir R.,N/A,India,,,USD 8/hr,N/A
Dr. Md. A.,N/A,Australia,,,USD 120/hr,N/A
Dr. Mehbub M.,N/A,India,,,USD 25/hr,N/A
Dr. Sheikh R.,N/A,Bangladesh,,,USD 100/hr,N/A
Dr. Zechen Y.,N/A,United States,,,USD 25/hr,N/A
Dr. Grant B.,N/A,United States,,,USD 200/hr,N/A
Dr. Ted H.,N/A,United States,,,USD 70/hr,N/A
Dr. Ashlesha B.,N/A,India,,,USD 40/hr,N/A
Dr. Jolene H.,N/A,Canada,,,N/A,N/A
Dr. Kevin L.,N/A,United States,,,USD 30/hr,N/A
Dr. Nara G.,N/A,United States,,,USD 150/hr,N/A
Dr. Stanley K.,N/A,United States,,,N/A,N/A
Dr. Sarika P.,Biomedical scientist and subject matter expert specializing in scientific/medical writing and data analysis,United States,,,N/A,N/A
Dr. Dipika S.,N/A,United States,,,N/A,N/A
Dr. Erin D.,N/A,United States,,,USD 80/hr,N/A
Dr. Surajit S.,● Research Scientist ● Neuroscience ● Project developer ● Cooking enthusiast ● Avid traveler ●,Belgium,,,USD 50/hr,N/A
Dr. Harshan N.,R&D | Materials | Sensors | Optics | Devices | Process Engineering | Mobile Apps | Game,India,,,USD 100/hr,N/A
Dr. Sarah M.,N/A,United Kingdom,,,USD 40/hr,N/A
Dr. Sam I.,"A PhD student in computational biology. Looking for work in machine learning, web development and data science.",United Kingdom,,,USD 50/hr,N/A
Dr. Andrzej K.,"Andrzej Klimczuk, PhD, a sociologist and public policy expert",Poland,,,USD 20/hr,N/A
Dr. Naomi K.,N/A,United Kingdom,,,USD 30/hr,N/A
Dr. Luke P.,N/A,Canada,,,USD 80/hr,N/A
Dr. Mahadesh P.,N/A,India,,,USD 30/hr,N/A
Dr. Tharini S.,N/A,India,,,USD 80/hr,N/A
Dr. Brenda F.,N/A,United Kingdom,,,USD 25/hr,N/A
Dr. Natalia S.,Experienced Cancer Researcher with Project/Personnel Management Skills and an Aptitude for Scientific Writing,Switzerland,,,USD 75/hr,N/A
Dr. Tao-Ho C.,Postdoctoral Researcher of Molecular plant pathogy|Expert in microbiology and molecular biology.,Taiwan,,,USD 15/hr,N/A
Dr. Brady C.,N/A,United States,,,USD 120/hr,N/A
Dr. Sangamitra B.,N/A,Germany,,,N/A,N/A
Dr. Ruchika Y.,N/A,India,,,USD 30/hr,N/A
Dr. Jason C.,N/A,United States,,,USD 40/hr,N/A
Dr. Elliot B.,N/A,Germany,,,N/A,N/A
Dr. Mariela N.,N/A,Brazil,,,USD 15/hr,N/A
Dr. Adrienn H.,.,Hungary,,,USD 85/hr,N/A
Dr. Andre-Claude C.,N/A,France,,,USD 700/hr,N/A
Dr. Geeta G.,"Deputy Manager, Medical Advisor, Scientific and Medical Affairs, Cipla",India,,,N/A,N/A
Dr. Dennis G.,N/A,United States,,,USD 80/hr,N/A
Dr. Ana Palma T.,N/A,Switzerland,,,USD 50/hr,N/A
Dr. Chris C.,N/A,United States,,,N/A,N/A
Dr. S. Narashima B.,N/A,Finland,,,N/A,N/A
Dr. Che S.,Data Scientist,Taiwan,,,USD 50/hr,N/A
Dr. Soneela R.,N/A,United States,,,USD 15/hr,N/A
Dr. Manjunath G.,Research Scientist,United States,,,USD 50/hr,N/A
Dr. Jaydeep S.,N/A,Austria,,,USD 20/hr,N/A
Dr. Shreyans J.,N/A,India,,,USD 20/hr,N/A
Dr. Elisabete T.,Environmental Engineer and Mineralogist,Germany,,,USD 100/hr,N/A
Dr. Gabriella L.,N/A,Spain,,,N/A,N/A
Dr. Ravi P.,N/A,United States,,,N/A,N/A
Dr. ALIA K.,N/A,India,,,N/A,N/A
Dr. Dipanwita D.,N/A,Netherlands,,,N/A,N/A
Dr. Heide G.,N/A,Sri Lanka,,,N/A,N/A
Dr. Molly S.,"Food, Sensory, and Consumer Scientist - Experienced in coffee, plant-based nutrition, and advertising claims",United States,,,USD 100/hr,N/A
Dr. Joseph P.,N/A,United States,,,N/A,N/A
Dr. Serena B.,N/A,United States,,,N/A,N/A
Dr. Rohan M.,N/A,India,,,N/A,N/A
Dr. Brad S.,N/A,United States,,,N/A,N/A
Dr. Shrikant S.,N/A,India,,,N/A,N/A
Dr. Dr. H.M.Saleem I.,Expert in Process and product development for various applications using different materials,Pakistan,,,USD 100/hr,N/A
Dr. Shanique E.,Postdoctoral Fellow at Indiana University School of Medicine,United States,,,USD 50/hr,N/A
Dr. Chad B.,Data and Applied Scientist,United States,,,USD 80/hr,N/A
Dr. Atanu N.,I am an assistant professor of Physics having expertise in theoretical modeling.,India,,,N/A,N/A
Dr. Olaya M.,N/A,Spain,,,N/A,N/A
Dr. Stephen P.,Staff Scientist at The Institute of Cancer Research,United Kingdom,,,N/A,N/A
Dr. Gabor S.,N/A,Hungary,,,N/A,N/A
Dr. Nisha R.,N/A,India,,,N/A,N/A
Dr. Rumi G.,N/A,Thailand,,,N/A,N/A
Dr. Allison R.,N/A,United States,,,N/A,N/A
Dr. Jitender M.,N/A,United States,,,N/A,N/A
Dr. Amanda W.,N/A,United States,,,USD 60/hr,N/A
Dr. Stylianos K.,N/A,United Kingdom,,,N/A,N/A
Dr. Carolina C.,N/A,United States,,,N/A,N/A
Dr. James W.,N/A,United States,,,N/A,N/A
Dr. Katrina H.,Freelance Ecologist & scientific writer/proofreader,New Zealand,,,USD 50/hr,N/A
Dr. Bhalchandra J.,Postdoctoral Associate at Yale School of Medicine,India,,,N/A,N/A
Dr. Jessica A.,N/A,United States,,,N/A,N/A
Dr. Indu J.,N/A,India,,,N/A,N/A
Dr. Parul C.,N/A,India,,,N/A,N/A
Dr. Sara B.,N/A,United Arab Emirates,,,N/A,N/A
Dr. Tyson V.,N/A,United States,,,N/A,N/A
Dr. Kongfeng (.,N/A,United States,,,N/A,N/A
Dr. Sushil K.,N/A,United States,,,N/A,N/A
Dr. Amy B.,N/A,United States,,,N/A,N/A
Dr. Rebecca F.,N/A,United States,,,N/A,N/A
Dr. Robert K.,N/A,United States,,,N/A,N/A
Dr. João M.,N/A,France,,,N/A,N/A
Dr. Gianni cristian I.,N/A,Italy,,,N/A,N/A
Dr. Roberto Z.,N/A,Italy,,,N/A,N/A
Dr. Abhinav S.,N/A,India,,,N/A,N/A
Dr. Jenu V.,N/A,United States,,,USD 58/hr,N/A
Dr. Mansoor K.,N/A,United States,,,N/A,N/A
Dr. Steven H.,N/A,United States,,,N/A,N/A
Dr. Laurent M.,N/A,Ireland,,,N/A,N/A
Dr. Felipe S.,N/A,Brazil,,,N/A,N/A
Dr. Summer R.,N/A,United States,,,USD 100/hr,N/A
Dr. Donatello C.,N/A,N/A,,,N/A,N/A
Dr. Donna M.,N/A,N/A,,,N/A,N/A
Dr. Ganesh N.,N/A,Australia,,,N/A,N/A
Dr. Lauretta O.,N/A,United States,,,N/A,N/A
Dr. Amy J.,N/A,United States,,,N/A,N/A
Dr. Santiago B.,Medical Student | Researcher in Internal Medicine & Genetics | Passionate About Scientific Writing & Publication,United States,,,N/A,N/A
Dr. Muhammad Kashif H.,Ph.D. Biotechnology | R&D Specialist | 7+ Years in Academia & Research | Industrial Expert in Molec. & Microbial Biotech,Oman,,,USD 30/hr,N/A
Dr. Shahbaz B.,Professional Academic & Research Writing Services,Pakistan,,,USD 20/hr,N/A
Dr. Fazeela F.,Expert Consultant Radiologist & Diagnostic Imaging Online Reporting Specialist | Assistant Professor (Radiology),Pakistan,,,USD 80/hr,N/A
Dr. Sarah C.,PhD Biologist with 7+ years experience in scientific research & publishing,United States,,,USD 35/hr,N/A
Dr. Anthony K.,"Freelance simulation and modeling expert, specializing in software solutions",France,,,USD 50/hr,N/A
Dr. Amy N.,"Organized Communicator, Educator, Neuroscience, Project Manager, Mentor, Curriculum Designer, Scientific Writer",United States,,,USD 75/hr,N/A
Dr. Federico Javier T.,PhD in Physics | R&D | Data Analysis | Python | Scientific Writing | Experiment Design | Material Sciences,Argentina,,,USD 25/hr,N/A
Dr. Jane H.,Molecular genetics expert and next generation sequencing specialist,United Kingdom,,,USD 60/hr,N/A
Dr. Wulin T.,Imaging Scientist | Biochemical Imaging and Machine Learning Data Scientist,Canada,,,USD 70/hr,N/A
Dr. Andy D.,Bioprocess Developer | Cell and Gene Therapy | Biomanufacturing | Cellular Agriculture Specialist,Spain,,,USD 150/hr,N/A
Dr. Camila F.,Freelance Statistician & Data Analyst | Expert in R. Proofreader and Transcriber.,Brazil,,,USD 80/hr,N/A
Dr. Alexander D.,"Experienced professional in technological innovation, process optimization, and successful grant acquisition.",Austria,,,USD 275/hr,N/A
Dr. Jinal B.,Ph.D. in Biotechnology | Probiotics & R&D Expert | Mentor & Scientific Writer | Vedic Astrologer,India,,,USD 80/hr,N/A
Dr. Sushanta D.,"Microbial genomics, genome-resolved metagenomics, comparative genomics, and population genomics are my core areas of exp",United States,,,USD 14/hr,N/A
Dr. Abdul H.,"Senior Researcher in Laser Technology, Materials Science and Spectroscopy",Pakistan,,,USD 15/hr,N/A
Dr. Nour S.,Medical researcher and biostatistics,Egypt,,,USD 15/hr,N/A
Dr. Jehangir K.,"8 year of experience in the field of polymers/materials chemistry having Academic writing expertise, Academic Writer,",United States,,,USD 25/hr,N/A
Dr. Robert M.,"Researcher in community and personal resilience, social capital, social cohesion, and democratic resilience.",Australia,,,USD 75/hr,N/A
Dr. Austin N.,"PhD Bioinformatics Consultant | Expert in Advanced Data Analysis, Multiomics, and Clinical Trial Insights",United States,,,USD 100/hr,N/A
Dr. Shahid Abbas S.,"Researcher, Data Analyst and Social Scientist",Pakistan,,,USD 10/hr,N/A
Dr. Muhammad K.,"Expert in Food Security, Rural Livelihoods, Climate-Resilient Agriculture, Project Proposals, Report Reviews, and Resear",Pakistan,,,USD 60/hr,N/A
Dr. Yusuf B.,Systems engineer & Scientist,United States,,,USD 75/hr,N/A
Dr. Baptiste M.,"Nuclear Physics, Neutronics, Scientific Software Development",France,,,USD 1350/hr,N/A
Dr. Vara Prasad S.,"Freelance Pharmacy Research Writer | 10+ Years Expert in Drug Discovery, Pharmacology, & Data Analysis",India,,,USD 50/hr,N/A
Dr. Liedson C.,Freelance Statistician & Data Analyst | Expert in R | Academic writing | Result visualization,United States,,,USD 50/hr,N/A
Dr. Craig L.,Aerospace Systems Research and Development Engineer | Specialist Researcher - 22+ years wind tunnels and CFD.,South Africa,,,USD 150/hr,N/A
Dr. Arijit B.,An experienced biomedical researcher with proven expertise in innovations in biomedical and healthcare domain.,India,,,USD 30/hr,N/A
Dr. Douglas F.,Ph.D. in Neuroscience | Editor and Proofreader | Technical Writer | Articles | Grants | Protocols | Expert in SPSS |,Canada,,,USD 50/hr,N/A
Dr. BHUSHAN D.,"Expert in Drug Synthesis, Compound Characterization, Impurity Synthesis. Retrosynthesis, Litrature",India,,,USD 100/hr,N/A
Dr. Sanaz N.,"Biomedical writer with 10+ years of experience in biomaterials, tissue engineering and medical engineering research",Malaysia,,,USD 20/hr,N/A
Dr. ATRAYEE D.,BSc & MSc in Botany | PhD in Molecular Biology & Mycology | Former BIRAC SPARSH Fellow | DNA Fingerprinting & Barcoding,India,,,USD 12/hr,N/A
Dr. Ravindra C.,"Ph.D. in Biotech, 10+ Years experience, Scientific Writing & Data Analysis, Freelance, Consultant, Molecular Bio expert",India,,,USD 8/hr,N/A
Dr. Satyabrata M.,"Data Analyst | Expertise in Python, R, and Statistical Modeling for Biological and General Datasets",Poland,,,USD 20/hr,N/A
Dr. Raghavendra P.,"fermentation specialist, microbiologist, R&D projects, microbial biochemist, probiotics & Prebiotics, formulations",India,,,USD 125/hr,N/A
Dr. Dr. Neelima B.,"Transforming Complex Science into Clear, Engaging Content – Expert Freelance Scientific Writing",France,,,USD 12/hr,N/A
Dr. Eryn M.,"An expert in human physiology and kinesiology, with 10 years of experience teaching in higher education.",United States,,,USD 150/hr,N/A
Dr. Thomas D.,"Freelance pharmaceutical expert with 15+ years of experience drug development, proposal management, analytical",India,,,USD 50/hr,N/A
Dr. Geethanjali D.,Seasoned researcher trained in small molecule drug discovery and biosimilars.,India,,,USD 60/hr,N/A
Dr. Carlos Eduardo C.,Freelance Statistician and Data Analyst | R & SPSS Specialist,Brazil,,,USD 20/hr,N/A
Dr. Joshua M.,"Specializing in Research, Essays, and Comprehensive Content Development., Freelance Statistician & Data Analyst | Expert",Kenya,,,USD 15/hr,N/A
Dr. Markus A.,"theoretical physics | Expert in Julia, simulation, analysis",Japan,,,USD 50/hr,N/A
Dr. Irfan Ahmad G.,"Experienced academic leader and technical expert specialized in mechanical engineering &renewable energy solutions, and",Pakistan,,,USD 25/hr,N/A
Dr. Joseph K.,Biological Scientist | Innovative Stem Cell Research | Research & Data Consultant,United States,,,USD 100/hr,N/A
Dr. Qiaz H.,"Biologist, Research Scientist & Data Analyst | Expert in R. Science Communicator and Writer with 7+ years of experience.",France,,,USD 50/hr,N/A
Dr. Andrea C.,Epigenomics & Aging Expert | Stem Cell Biologist | Consultant in Rejuvenation Strategies and Cell Therapies,United States,,,USD 250/hr,N/A
Dr. Sahar B.,"Postdoctoral Research Fellow | Expertise in Cancer Immunology, Molecular Oncology",Italy,,,USD 60/hr,N/A
Dr. Ritica T.,PhD Water Resources Expert | AI/ML in Hydrology | Climate Change/Flood Analysis | 8+ Years in River Impact Assessment,India,,,USD 35/hr,N/A
Dr. M. Anouk G.,Marine ecologist (Ph.D.) with 12 years of experience in European coastal ecosystems | Science Communicator (M.Sc.),Portugal,,,USD 60/hr,N/A
Dr. Chantha H.,"Economist and academic expert in banking, economic policy, data analysis, and industry policy| Expert in R, STATA &SPSS",Cambodia,,,USD 400/hr,N/A
Dr. Indalo D.,"Freelance Medical Writer | Professor and predoctoral researcher | Expert in Neuroscience, Digital Business and Learning",Spain,,,USD 35/hr,N/A
Dr. TWINKLE B.,Scientific writer with 5+ years of experience in biotech research and an enthusiastic chemistry teacher.,Germany,,,USD 60/hr,N/A
Dr. Leon M.,"Expert in advanced materials and technologies, wind energy, nanotechnology",Denmark,,,USD 350/hr,N/A
Dr. Ganapathy S.,"Freelance Biochemist & Cancer Biologist, 15+ years experience in cancer research",United States,,,USD 150/hr,N/A
Dr. Yogesh F.,"Electronic cooling, data center thermal management, CFD, R&D, Mechanical-Thermal Engineering",Taiwan,,,USD 100/hr,N/A
Dr. Onur A.,"Expert in Molecular Biology, Data Analysis, & Microscopy | Specializing in Neuro-immune Research & Cardiac Regeneration",Germany,,,N/A,N/A
Dr. Madhavi Bhatt J.,"Professional Medical Writer, Expertise in Healthcare and academia",India,,,USD 50/hr,N/A
Dr. Carlien R.,Freelance Bioinformatician & Data Analyst | R & Command line | Microbiome analysis,South Africa,,,USD 40/hr,N/A
Dr. Simona B.,PhD Biologist Skilled in Data Analysis & Science communication,Poland,,,USD 40/hr,N/A
Dr. Sarah L.,"Oncology, cancerology and women's health researcher // Medical AI expert",France,,,N/A,N/A
Dr. David T.,Scientific expert - review and state of the art redator - Researcher - Consulting in science project and funding,France,,,USD 45/hr,N/A
Dr. Chidiebere Emmanuel O.,"Dr. Chidiebere Emmanuel Okechukwu, PhD, FRSPH, stands as a distinguished figure in public health and cardiac physiology.",United Kingdom,,,USD 50/hr,N/A
Dr. Nick L.,Senior medical writer with 20 years experience in pharma and medcomms,United Kingdom,,,USD 100/hr,N/A
Dr. Prasoona K.,Epidemiologist | Expert in Statistical Analysis & Data Management | Skilled in Systematic Reviews and Scientific Writing,United States,,,USD 80/hr,N/A
Dr. Vemuri A.,"Teacher , Researcher , Story writer , Product developer , philanthropist , Social researcher",India,,,USD 200/hr,N/A
Dr. Hanane E.,"Strategic leader experienced in the development of therapies, diseases mutations and genomics drug characterization",United States,,,USD 200/hr,N/A
Dr. V p U.,"Specialization in Ecology and Ph.D. in Botany (Forest Ecology),also specialized in EIA and Monitoring and audit",Canada,,,N/A,N/A
Dr. Bernice M.,"Ensuring Excellence in Precision Medicine: Drug Sensitivity, Cancer Genetics, and Quality Manufacturing Processes",South Africa,,,USD 750/hr,N/A
